family,scientificNameWithoutAuthorship,scientificNameAuthorship,assessment,category,criteria,assessor,evaluator,rationale
RUBIACEAE,"Staelia tocantinsiana","R.M.Salas & E.L.Cabral",comments,EN,"B2ab(i,ii,iii)","Rodrigo Amaro","Luiz Santos","A espécie ocorre nos estados de Tocantins, nos municípios de Casearia (Parque Estadual do Cantão) e Lago da Confusão (Parque Nacional do Araguaia) e, em Goiás, no município de Santa Izabel (Cabral et al., 2009; Cabral & Salas, 2013; CNCFlora, 2013). Apresenta AOO estimada em 16 km², e está sujeita a menos de cinco situações de ameaça considerando suas localidades de ocorrência. Suspeita-se que sofra com o declínio contínuo da EOO, AOO e qualidade do hábitat, em decorrência do turismo desordenado, da agroindústria em constante expansão, da mineração e da pecuária (MMA/ICMBio, 2001)."
SANTALACEAE,"Phoradendron anamariae",Rizzini,comments,CR,"B2ab(i,ii,iii)",Raquel,"Luiz Santos","Ervas eretas e/ou hemiparasitas aéreas, endêmicas do estado do Mato Grosso e restritas ao município de Alto Paraíso de Goiás (Caires et al., 2009; Caires & Dettke, 2013). A espécie é conhecida por dois registros de coletas antigos, datados das décadas de 1970 e 1980 (CNCFlora, 2013). Desenvolve-se em campos brejosos, afloramentos de arenito e também em Matas Ciliares, associados ao bioma Cerrado, em altitudes de aproximadamente 1.250 m (CNCFlora, 2013). Apresenta AOO estimada em 4 km² e está sujeita a apenas uma situação de ameaça considerando a localidade de ocorrência. Apesar de ocorrer em Unidade de Conservação (CNCFlora, 2013), as atividades econômicas como agricultura e pecuária em expansão na região (Souza & Felfili, 2006) podem levar ao declínio contínuo da EOO, AOO e da qualidade do hábitat. Também são ameaças à espécie o aumento da frequência de incêndios (Fiedler et al., 2006) e o turismo desordenado dentro da área do Parque Nacional da Chapada dos Veadeiros (MMA/ICMBio, 2009). Portanto, considerando o baixo número de registros e que a espécie não é coletada há mais de 30 anos, são necessários investimentos urgentes em expedições de campo, levantamento de informações sobre as subpopulações e a severidade das ameaças incidentes, bem como em ações de conservação necessárias à sua proteção na natureza."
SANTALACEAE,"Phoradendron dimerostachys",Rizzini,comments,EN,"B2ab(i,ii,iii,iv)",Raquel,"Luiz Santos","Espécie endêmica do Brasil, ocorre na região da Chapada Diamantina, no estado da Bahia (Caires & Dettke, 2013), nos municípios de Rio das Contas, Água de Régua (Caires et al., 2009), Morro do Chapéu e Piatã (CNCFlora, 2013) e no sudeste do estado de Minas Gerais (Caires & Dettke, 2013), no município de Januária. São ervas hemiparasitas encontradas nos domínios do Cerrado (Caires & Dettke, 2013) e da Caatinga, em altitudes entre 1.000 m e 1.500 m (CNCFlora, 2013). Apresenta AOO de 28 km² e está sujeita a menos de cinco situações de ameaça considerando suas localidades de ocorrência. São ameaças para a espécie as atividades de agricultura e pecuária em constante expansão (IBGE, 2013), que causam um declínio contínuo da EOO, AOO e da qualidade do hábitat. O aumento da frequência de incêndios (MMA/ICMBio, 2007) e a mineração (IBGE, 2013b) também representam ameaças à espécie na região da Chapada Diamantina, implicando possível declínio do número de subpopulações. Assim, são necessários investimentos na elaboração de planos para conservação da espécie e para o monitoramento e controle das ameaças incidentes."
SANTALACEAE,"Phoradendron virens",Rizzini,comments,CR,"B1ab(i,ii,iii,iv)",Raquel,"Luiz Santos","Espécie endêmica do Distrito Federal (Caires & Dettke, 2013), restrita à região de Brasília e Planaltina (Caires et al., 2009). São ervas hemiparasitas, encontradas principalmente sobre Vochysiaceae (Caires, 2003; Caires et al., 2009) e Melastomataceae (CNCFlora, 2013), em Matas Ciliares associadas ao domínio Cerrado (Caires & Dettke, 2013). A espécie apresenta EOO de 85 km² e está sujeita a uma situação de ameaça, considerando as localidades de ocorrência. A principal ameaça é o crescimento urbano intenso e desordenado (IBGE, 2013). Apesar de ocorrer na Área de Proteção Ambiental Cafuringa, estudos apontam que a APA é impactada pelo turismo (APA de Cafuringa, 2013). Tais ameaças implicam declínio contínuo da EOO, AOO, qualidade do hábitat e do número de subpopulações, o que reforça a necessidade de investimentos em controle e monitoramento das ameaças incidentes, bem como no planejamento de ações a fim de evitar que o táxon seja extinto em um futuro próximo."
SCHOEPFIACEAE,"Schoepfia velutina",Sandwith,comments,DD,,Raquel,"Luiz Santos","Espécie descrita em 1929 e conhecida apenas pelo material-tipo coletado em 1927 (Rapini, 2009). Com ocorrência no estado de Mato Grosso, município de Diamantino (Sleumer, 1984; Rapini, 2009; Rossi, 2013), é caracterizada como arbusto de 1 m a 2 m de altura encontrado em área de floresta com solo pedregoso (Sleumer, 1984; Rapini, 2009). O município de Diamantino sofre desde tempos pretéritos com os impactos gerados pelo garimpo clandestino, inicialmente o garimpo de ouro e logo após o garimpo de pedras diamantíferas (IBGE, 2013). Visto que o único registro de ocorrência não foi encontrado em área protegida e existem ameaças potenciais a espécie na região, são necessários investimentos em expedições de campo para busca de novos registros de ocorrência que permitam a avaliação do seu atual estado de conservação na natureza. Assim, esta deve ser considerada uma espécie de interesse para a pesquisa e busca de informações sobre sua população, distribuição e biologia. "
SCROPHULARIACEAE,"Buddleja longiflora",Brade,comments,CR,"B1ab(i,ii,iii,iv)",Raquel,"Luiz Santos","Arbustos terrícolas, endêmicos dos Campos de Altitude da Serra do Caparaó, ocorrem nos estados do Espírito Santo e Minas Gerais, nos Picos da Bandeira e do Calçado (Norman, 2000; Souza et al., 2009; Souza; CNCFlora, 2013), entre 900 m e 2890 m de altitude (CNCFlora, 2013). A espécie apresenta EOO de 12 km², AOO de 16 km², e está sujeita a duas situações de ameaça considerando as localidades de ocorrência. Apresenta grande especificidade de hábitat em Campos de altitude, em áreas de afloramentos, terreno pedregoso e turfoso. Apesar de estar presente no Parque Nacional do Caparaó (Souza et al., 2009), o aumento da frequência de incêndios na área da Unidade é preocupante e representa uma ameaça à espécie, assim como o cultivo de café e a mineração do caolim, da mica e do feldspato (IBDF, 1981). As ameaças incidentes implicam declínio contínuo da EOO, AOO, da qualidade de hábitat e do número de subpopulações. Assim, são necessários investimentos para o controle das ameaças incidentes e para o planejamento de ações visando sua conservação na natureza."
SCROPHULARIACEAE,"Buddleja speciosissima",Taub.,comments,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",Raquel,"Luiz Santos","Espécie descrita em 1893, endêmica da região Sudeste, com ocorrência nos estados do Rio de Janeiro e de Minas Gerais (Souza, 2013). Apresenta registro de coleta no Parque Nacional de Itatiaia (RJ) e Parque Nacional do Caparaó (MG), sendo frequente no Planalto do Itatiaia, em campos de altitude e encontrada entre 2.000 m e 2.450 m (CNCFlora 2013). Apresenta EOO de 19.716 km², AOO de 20 km² e está sujeita a até cinco situações de ameaça considerando as localidades de ocorrência. São ameaças para a espécie os incêndios, a pecuária e as estradas na região do Parque Nacional de Itatiaia (ICMBio 2013). As ameaças incidentes implicam em declínio de EOO, AOO, de qualidade do habitat e do número de subpopulações. Recomenda-se investimentos e atenção das Unidades de Conservação no controle das ameaças incidentes e no planejamento de ações para conservação da espécie. "
PLANTAGINACEAE,"Philcoxia goiasensis",P.Taylor,comments,DD,,Raquel,"Luiz Santos","Espécie endêmica do estado de Goiás, descrita em 2000 e conhecida pelo material-tipo do município de Posse (Souza et al., 2009; Souza, 2013). Ervas terrícolas, encontradas em Campos Rupestres, campos arenosos (Souza et al., 2009) e em Campos Úmidos, a aproximadamente 800 m de altitude (CNCFlora, 2013). Posse apresenta intensa atividade da indústria rural, agrícola e pecuária (IBGE, 2013). A Rodovia BR-020 (Brasília-Salvador) passa pelo município, o que acarreta em sérios impactos a região (IBGE, 2013). Considerando as ameaças incidentes e o escasso número de registros da espécie, recomenda-se investimentos para a busca de novos espécimes para ampliar as informações sobre suas subpopulações e seu atual estado de conservação na natureza, bem como investimentos no controle das ameaças incidentes. Assim, em vista da necessidade de estudos populacionais, ecológicos, sobre sua biologia e distribuição, a espécie deve ser considerada como de interesse para a pesquisa."
PLANTAGINACEAE,"Philcoxia minensis","V.C.Souza & Giul.",comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",Raquel,"Luiz Santos","Espécie com ocorrência no estado de Minas Gerais, é encontrada na Serra do Cabral, município de Joaquim Felício (Souza 1996; Souza et al., 2009; Souza & Hassemer, 2013) e no estado da Bahia, no município de Morro do Chapéu (CNCFlora, 2013). Caracterizada como ervas terrícolas, desenvolve-se em vegetação de Campos Rupestres, em campos arenosos (Souza, 1996; Souza et al., 2009), em altitudes entre 930 m a 1.050 m (CNCFlora, 2013), formando densas subpopulações pontuais (Souza et al., 2009). Apresenta EOO de 2.221 km², AOO de 12 km² e está sujeita a três situações de ameaça, considerando as localidades de ocorrência. São ameaças à espécie nas áreas da Serra do Cabral a exploração de forma intensiva ou semi-intensiva por empresas agropecuárias (Soares & Nakajima, 2008), a crescente exploração de recursos não-madeireiros, com expansão das plantações de Pinus e Eucalyptus para reflorestamento, e o aumento na frequência de incêndios associado a essa atividade, que causam danos aos recursos naturais e aos fragmentos florestais (Soares & Nakajima, 2008). As ameaças incidentes implicam declínio contínuo da EOO, AOO, qualidade do hábitat e do número de subpopulações. Recomendam-se investimentos no controle das ameaças incidentes e em planos de ação para a conservação da espécie na natureza."
SOLANACEAE,"Brunfelsia rupestris",Plowman,comments,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Raquel,"Luiz Santos","Endêmica do estado de Minas Gerais, ocorre no Planalto de Diamantina (Stehmann et al., 2013; Agra & Stehmann, 2009) nos municípios de Diamantina, Trinta Reis, Brumadinho, Gouveia, Presidente Kubitschek e Datas (CNCFlora, 2013). Caracterizada como arbusto heliófilo de até 2 m de altura, a espécie é encontrada nos Campos Rupestres em altitudes elevadas (Agra & Stehmann, 2009), em mata ciliar, entre rochas de Inselbergs e Campos Limpos (CNCFlora, 2013). Apresenta EOO de 5.007 km², AOO de 52 km² e está sujeita a até 10 situações de ameaça considerando as localidades de ocorrência, incluindo um registro no Parque Estadual do Rio Preto (CNCFlora, 2013). Os frequentes incêndios na região representam uma ameaça para espécie (Lima, 2003), implicando declínio contínuo de EOO, AOO e de qualidade de hábitat. Contudo, a Unidade de Conservação tem atuado intensivamente na prevenção dos incêndios, dispondo de brigada equipada e treinada, o que tem reduzido a média histórica de área queimada e os números de focos em sua região (Lima, 2003). Considerando a especificidade de hábitat da espécie, recomendam-se investimentos no controle dos incêndios nas localidades externas aos limites da área protegida e em planos de ação para a conservação da espécie na natureza."
SOLANACEAE,"Solanum eitenii",Agra,comments,CR,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Massimo Bovini","Luiz Santos","Espécie endêmica do estado do Maranhão, restrita ao município de Loreto (Agra & Stehmann, 2009; Stehmann et al., 2013), foi coletada apenas em localidades próximas na região da Ilha de Balsas, entre os rios Balsas e Parnaíba, em altitude de aproximadamente 200 m (CNCFlora, 2013). Caracterizada como arbustos de até 2 m de altura, desenvolve-se em área de Cerrado (Agra & Stehmann, 2009) e Caatinga, em áreas de Florestas de Galeria perturbadas (CNCFlora, 2013). Apresenta EOO de 0,5 km², AOO de 8 km² e está sujeita a uma situação de ameaça considerando o município de ocorrência e proximidade das localidades. A modernização intensiva da agricultura afeta diversos municípios maranhenses e, em particular, o município de Loreto (Souza & Khan, 2001), representando uma ameaça à espécie que resulta em declínio contínuo da EOO, AOO, da qualidade do hábitat e do número de subpopulações. Recomenda-se investimento prioritário em ações de conservação e no controle das ameaças incidentes. A espécie deve ser considerada de interesse para a pesquisa em vista das ocorrências concentradas em apenas uma localidade, sendo também recomendados esforços para a busca de novas subpopulações e ampliação do conhecimento sobre sua biologia e ecologia."
SYMPLOCACEAE,"Symplocos glaberrima",Gontsch.,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)","Rodrigo Amaro","Tainan Messina","Espécie endêmica do estado de Minas Gerais (Aranha Filho, 2013), ocorre no Cerrado da região da Serra do Cipó e Diamantina (Aranha Filho, 2008) em Matas Ciliares e Campos Arbóreos (CNCFlora, 2013). Tem EOO de 3.624 km², AOO de 52 km² e está sujeita a cinco situações de ameaça considerando suas localidades de ocorrência. Suspeita-se que sofra o declínio contínuo da EOO, AOO, qualidade do hábitat e de subpopulações, em consequência do aumento na frequência dos incêndios, da pecuária, da invasão de espécies exóticas e das atividades mineradoras (MMA/ICMBio, 2009). Medidas de controle e monitoramento das ameaças incidentes são necessárias para a manutenção do táxon na natureza."
